complemento/valorTotal,dets/0/prod/qCom,dets/0/prod/uCom,dets/0/prod/vProd,dets/0/prod/vUnCom,dets/0/prod/xProd,dets/1/prod/qCom,dets/1/prod/uCom,dets/1/prod/vProd,dets/1/prod/vUnCom,dets/1/prod/xProd,ide/dhEmi/$date,infAdic/infCpl,total/icmsTot/vDesc,total/icmsTot/vProd,total/icmsTot/vTotTrib,total/icmsTot/vnf,dets/2/prod/qCom,dets/2/prod/vProd,dets/2/prod/vUnCom,dets/2/prod/xProd,dets/3/prod/qCom,dets/3/prod/vProd,dets/3/prod/vUnCom,dets/3/prod/xProd,dets/4/prod/qCom,dets/4/prod/vProd
34.95,444,KG,30.45,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T13:29:28.000Z,Mesa 85,0,34.95,3.38,34.95,,,,,,,,,,
34.82,442,KG,30.32,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T13:29:37.000Z,Mesa 61,0,34.82,3.37,34.82,,,,,,,,,,
57.52,1,UN,3.5,3.5,AGUA,722,KG,49.52,68.6,BUFFET,2016-01-15T13:29:51.000Z,Mesa 77,0,57.52,3.9,57.52,1,4.5,4.5,SUCO,,,,,,
25.24,368,KG,25.24,68.6,BUFFET,,,,,,2016-01-15T13:30:08.000Z,Mesa 67,0,25.24,1.06,25.24,,,,,,,,,,
26.34,384,KG,26.34,68.6,BUFFET,,,,,,2016-01-15T13:30:18.000Z,Mesa 69,0,26.34,1.11,26.34,,,,,,,,,,
41.5,1,UN,3.5,3.5,AGUA,554,KG,38,68.6,BUFFET,2016-01-15T13:30:29.000Z,Mesa 59,0,41.5,3.23,41.5,,,,,,,,,,
33.03,416,KG,28.53,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T13:31:01.000Z,Mesa 66,0,33.03,3.3,33.03,,,,,,,,,,
26.41,1,UN,3.5,3.5,AGUA,334,KG,22.91,68.6,BUFFET,2016-01-15T13:31:51.000Z,Mesa 80,0,26.41,2.59,26.41,,,,,,,,,,
53.99,656,KG,45,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T13:33:32.000Z,Mesa 81,0,54,6.09,54,1,4.5,4.5,CERVEJA,,,,,,
26.61,388,KG,26.61,68.6,BUFFET,,,,,,2016-01-15T13:33:56.000Z,Mesa 68,0,26.61,1.12,26.61,,,,,,,,,,
59.41,754,KG,51.72,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T13:39:17.000Z,Mesa 98,0,59.42,5.76,59.42,1,3.2,3.2,DOCINHOS,,,,,,
41.4,1,UN,4.5,4.5,LIMONADA,538,KG,36.9,68.6,BUFFET,2016-01-15T13:45:26.000Z,Mesa 42,0,41.4,1.74,41.4,,,,,,,,,,
31.28,456,KG,31.28,68.6,BUFFET,,,,,,2016-01-15T13:45:36.000Z,Mesa 43,0,31.28,1.31,31.28,,,,,,,,,,
27.02,394,KG,27.02,68.6,BUFFET,,,,,,2016-01-15T13:46:39.000Z,Mesa 99,0,27.02,1.14,27.02,,,,,,,,,,
38.66,1,UN,3.5,3.5,AGUA,1,UN,15,15,SAKE,2016-01-15T13:46:50.000Z,Mesa 71,0,38.66,9.49,38.66,294,20.16,68.6,BUFFET,,,,,,
46.66,568,KG,38.96,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T13:51:22.000Z,Mesa 70,0,46.66,5.23,46.66,1,3.2,3.2,DOCINHOS,,,,,,
32.48,408,KG,27.98,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T13:55:24.000Z,Mesa 75,0,32.48,3.28,32.48,,,,,,,,,,
29.73,368,KG,25.24,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T13:55:48.000Z,Mesa 76,0,29.74,3.16,29.74,,,,,,,,,,
42.8,624,KG,42.8,68.6,BUFFET,,,,,,2016-01-16T11:42:24.000Z,Mesa 1,0,42.8,1.8,42.8,,,,,,,,,,
57.07,832,KG,57.07,68.6,BUFFET,,,,,,2016-01-16T11:59:26.000Z,Mesa 4,0,57.07,2.4,57.07,,,,,,,,,,
53.82,1,UN,1,1,CHA,0.77,KG,52.82,68.6,BUFFET,2016-01-16T12:13:22.000Z,Mesa 3,0,53.82,2.69,53.82,,,,,,,,,,
81.02,2,UN,9,4.5,SUCO,1.05,KG,72.03,68.6,BUFFET,2016-01-16T12:14:11.000Z,Mesa 2,0,81.03,3.41,81.03,,,,,,,,,,
40.73,0.59,KG,40.74,68.6,BUFFET,,,,,,2016-01-16T12:19:18.000Z,Mesa 11,0,40.74,1.71,27.16,,,,,,,,,,
124.64,1,UN,3.5,3.5,AGUA,1,UN,6.5,6.5,SUSHI ESPECIAL,2016-01-16T12:20:33.000Z,Mesa 5,0,124.67,11.4,124.67,1606,110.17,68.6,BUFFET,1,4.5,4.5,REFRIGERANTE,,
92.95,1,UN,4.5,4.5,SUCO,1224,KG,83.96,68.6,BUFFET,2016-01-16T12:23:14.000Z,Mesa 7,0,92.96,5.82,92.96,1,4.5,4.5,REFRIGERANTE,,,,,,
80.23,1104,KG,75.73,68.6,BUFFET,1,UN,4.5,4.5,SUCO,2016-01-16T12:28:40.000Z,Mesa 16,0,80.23,3.37,80.23,,,,,,,,,,
66.68,1,UN,1,1,CHA,892,KG,61.19,68.6,BUFFET,2016-01-16T12:35:34.000Z,Mesa 14,0,66.69,5.14,66.69,1,4.5,4.5,REFRIGERANTE,,,,,,
60.3,748,KG,51.31,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-16T12:37:09.000Z,Mesa 8,0,60.31,6.36,60.31,1,4.5,4.5,REFRIGERANTE,,,,,,
67.42,1,UN,3.5,3.5,AGUA,932,KG,63.93,68.6,BUFFET,2016-01-16T12:38:35.000Z,Mesa 26,0,67.43,4.32,67.43,,,,,,,,,,
33.75,492,KG,33.75,68.6,BUFFET,,,,,,2016-01-16T12:40:52.000Z,Mesa 17,0,33.75,1.42,33.75,,,,,,,,,,
25.62,1,UN,4.5,4.5,SUCO,308,KG,21.12,68.6,BUFFET,2016-01-16T12:43:56.000Z,Mesa 22,0,25.62,1.08,25.62,,,,,,,,,,
34.4,436,KG,29.9,68.6,BUFFET,1,UN,4.5,4.5,SUCO,2016-01-16T12:49:34.000Z,Mesa 28,0,34.4,1.45,34.4,,,,,,,,,,
34.4,436,KG,29.9,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-16T12:52:55.000Z,Mesa 44,0,34.4,3.36,34.4,,,,,,,,,,
22.5,328,KG,22.5,68.6,BUFFET,,,,,,2016-01-16T12:54:10.000Z,Mesa 57,0,22.5,0.95,22.5,,,,,,,,,,
59.29,704,KG,48.29,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-16T12:56:46.000Z,Mesa 19,0,59.29,7.17,59.29,1,6.5,6.5,CERVEJA LATA,,,,,,
70.59,898,KG,61.6,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-16T12:58:59.000Z,Mesa 36,0,70.6,6.79,70.6,1,4.5,4.5,REFRIGERANTE,,,,,,
55.77,1,UN,3.5,3.5,AGUA,762,KG,52.27,68.6,BUFFET,2016-01-16T13:01:40.000Z,Mesa 47,0,55.77,3.83,55.77,,,,,,,,,,
68.39,1,UN,4.5,4.5,LIMONADA,866,KG,59.4,68.6,BUFFET,2016-01-16T13:02:31.000Z,Mesa 18,0,68.4,2.88,68.4,1,4.5,4.5,SUCO,,,,,,
88.95,1,UN,6,6,CERVEJA LATA,966,KG,66.26,68.6,BUFFET,2016-01-16T13:03:34.000Z,Mesa 43,0,88.96,13.37,88.96,1,4.5,4.5,REFRIGERANTE,2,9,4.5,REFRIGERANTE,1,3.2
27.51,1,UN,3.5,3.5,AGUA,0.35,KG,24.01,68.6,BUFFET,2016-01-16T13:04:04.000Z,Mesa 55,0,27.51,2.64,27.51,,,,,,,,,,
63.55,1,UN,3.5,3.5,CAFE EXPRESSO,0.81,KG,55.56,68.6,BUFFET,2016-01-16T13:04:58.000Z,Mesa 29,0,63.56,6.06,63.56,1,4.5,4.5,REFRIGERANTE,,,,,,
48.76,1,UN,3.5,3.5,AGUA,0.66,KG,45.27,68.6,BUFFET,2016-01-16T13:05:17.000Z,Mesa 25,0,48.77,3.53,48.77,,,,,,,,,,
45.78,602,KG,41.29,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-16T13:05:25.000Z,Mesa 33,0,45.79,3.83,45.79,,,,,,,,,,
24.25,1,UN,4.5,4.5,SUCO,288,KG,19.75,68.6,BUFFET,2016-01-16T13:05:41.000Z,Mesa 30,0,24.25,1.02,24.25,,,,,,,,,,
31.94,0.4,KG,27.44,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-16T13:08:04.000Z,Mesa 40,0,31.94,3.25,31.94,,,,,,,,,,
75.86,1,UN,1,1,CHA,1026,KG,70.38,68.6,BUFFET,2016-01-16T13:11:00.000Z,Mesa 21,0,75.88,5.53,75.88,1,4.5,4.5,REFRIGERANTE,,,,,,
48.69,0.71,KG,48.7,68.6,BUFFET,,,,,,2016-01-16T13:12:51.000Z,Mesa 66,0,48.7,2.05,48.7,,,,,,,,,,
22.26,1,UN,1,1,CHA,0.31,KG,21.26,68.6,BUFFET,2016-01-16T13:13:30.000Z,Mesa 58,0,22.26,1.36,22.26,,,,,,,,,,
25.08,0.3,KG,20.58,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-16T13:13:38.000Z,Mesa 37,0,25.08,2.96,25.08,,,,,,,,,,
85.15,1176,KG,80.67,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-16T13:17:43.000Z,Mesa 51,0,85.17,5.49,85.17,,,,,,,,,,
96.88,1,UN,3.5,3.5,AGUA,1,UN,6,6,CERVEJA LATA,2016-01-16T13:20:20.000Z,Mesa 35,0,96.89,8.1,96.89,1274,87.39,68.6,BUFFET,,,,,,
64.56,0.81,KG,55.56,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-16T13:24:02.000Z,Mesa 69,0,64.56,6.53,64.56,1,4.5,4.5,CERVEJA,,,,,,
54.49,1,UN,3.5,3.5,AGUA,624,KG,42.8,68.6,BUFFET,2016-01-16T13:25:06.000Z,Mesa 56,0,54.5,3.77,54.5,1,8.2,8.2,BULE CHA,,,,,,
74.68,1,UN,3.5,3.5,AGUA,1038,KG,71.2,68.6,BUFFET,2016-01-16T13:27:59.000Z,Mesa 63,0,74.7,4.62,74.7,,,,,,,,,,
16.6,242,KG,16.6,68.6,BUFFET,,,,,,2016-01-16T13:29:47.000Z,Mesa 68,0,16.6,0.7,16.6,,,,,,,,,,
35.8,522,KG,35.8,68.6,BUFFET,,,,,,2016-01-16T13:30:32.000Z,Mesa 61,0,35.8,1.5,35.8,,,,,,,,,,
72.75,1,UN,3.5,3.5,AGUA,944,KG,64.75,68.6,BUFFET,2016-01-16T13:31:14.000Z,Mesa 72,0,72.75,4.54,72.75,1,4.5,4.5,SUCO,,,,,,
34.23,1,UN,3.5,3.5,AGUA,448,KG,30.73,68.6,BUFFET,2016-01-16T13:31:28.000Z,Mesa 60,0,34.23,2.92,34.23,,,,,,,,,,
69.46,1,UN,3.5,3.5,AGUA,896,KG,61.46,68.6,BUFFET,2016-01-16T13:34:24.000Z,Mesa 80,0,69.46,6.31,69.46,1,4.5,4.5,REFRIGERANTE,,,,,,
66.5,904,KG,62.01,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-16T13:42:21.000Z,Mesa 75,0,66.51,4.7,66.51,,,,,,,,,,
70.19,1,UN,9.8,9.8,CERVEJA LATA,815,KG,55.9,68.6,BUFFET,2016-01-16T13:43:21.000Z,Mesa 27,0,70.2,9.03,70.2,1,4.5,4.5,REFRIGERANTE,,,,,,
58.82,1,UN,3.5,3.5,AGUA,1,UN,9.8,9.8,CERVEJA LATA,2016-01-16T13:43:59.000Z,Mesa 46,0,58.82,10.03,58.82,598,41.02,68.6,BUFFET,1,4.5,4.5,REFRIGERANTE,,
22.33,0.26,KG,17.83,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-16T13:44:17.000Z,Mesa 73,0,22.33,2.85,22.33,,,,,,,,,,
33.31,0.42,KG,28.81,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-16T13:44:26.000Z,Mesa 76,0,33.31,3.31,33.31,,,,,,,,,,
39.64,578,KG,39.65,68.6,BUFFET,,,,,,2016-01-16T13:48:50.000Z,Mesa 87,0,39.65,1.67,39.65,,,,,,,,,,
89.93,1,UN,4.5,4.5,SUCO,2,UN,13,6.5,SUSHI ESPECIAL,2016-01-16T13:50:35.000Z,Mesa 85,0,89.94,9.3,89.94,1056,72.44,68.6,BUFFET,,,,,,
50.32,668,KG,45.82,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-16T13:52:30.000Z,Mesa 83,0,50.32,4.02,50.32,,,,,,,,,,
61.24,734,KG,50.35,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-16T13:57:00.000Z,Mesa 81,0,61.25,7.2,61.25,2,6.4,3.2,DOCINHOS,,,,,,
64.13,1,UN,3.5,3.5,AGUA,884,KG,60.64,68.6,BUFFET,2016-01-16T13:58:18.000Z,Mesa 93,0,64.14,4.18,64.14,,,,,,,,,,
27.96,342,KG,23.46,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-16T14:05:08.000Z,Mesa 86,0,27.96,3.09,27.96,,,,,,,,,,
36.39,1,UN,1,1,CHA,516,KG,35.39,68.6,BUFFET,2016-01-16T14:05:26.000Z,Mesa 88,0,36.39,1.96,36.39,,,,,,,,,,
78.38,1,UN,3.5,3.5,AGUA,1026,KG,70.38,68.6,BUFFET,2016-01-16T14:11:04.000Z,Mesa 90,0,78.38,6.69,78.38,1,4.5,4.5,REFRIGERANTE,,,,,,
36.66,1,UN,4.5,4.5,LIMONADA,1,UN,3.5,3.5,AGUA,2016-01-16T14:13:40.000Z,Mesa 91,0,36.67,3.02,36.67,418,28.67,68.6,BUFFET,,,,,,
26.04,1,UN,4.5,4.5,SUCO,314,KG,21.54,68.6,BUFFET,2016-01-16T14:14:15.000Z,Mesa 92,0,26.04,1.09,26.04,,,,,,,,,,
370.48,1,UN,295,295,SUSHI ESPECIAL,1,UN,4.5,4.5,LIMONADA,2016-01-16T14:25:32.000Z,Mesa 98,0,370.5,17.05,370.5,1,3.5,3.5,AGUA,984,67.5,68.6,BUFFET,,
85.02,1,UN,3.5,3.5,AGUA,1,UN,1,1,CHA,2016-01-16T14:32:04.000Z,Mesa 97,0,85.03,5.48,85.03,1174,80.53,68.6,BUFFET,,,,,,
134.64,2,UN,36,18,CERVEJA,1,UN,12,12,CAIPIRINHA,2016-01-16T15:14:40.000Z,Mesa 99,0,134.67,35.22,134.67,1,15,15,CAIPIROSKA,0.95,65.17,68.6,BUFFET,1,6.5
35.94,524,KG,35.94,68.6,BUFFET,,,,,,2016-01-18T12:10:18.000Z,Mesa 1,0,35.94,1.51,35.94,,,,,,,,,,
41.91,1,UN,3.5,3.5,AGUA,0.56,KG,38.41,68.6,BUFFET,2016-01-18T12:25:08.000Z,Mesa 3,0,41.91,3.24,41.91,,,,,,,,,,
27.85,406,KG,27.85,68.6,BUFFET,,,,,,2016-01-18T12:26:25.000Z,Mesa 4,0,27.85,1.17,27.85,,,,,,,,,,
42.8,0.62,KG,42.8,68.6,BUFFET,,,,,,2016-01-18T12:26:34.000Z,Mesa 15,0,42.8,1.8,28.53,,,,,,,,,,
29.74,1,UN,4.5,4.5,LIMONADA,368,KG,25.24,68.6,BUFFET,2016-01-18T12:26:45.000Z,Mesa 5,0,29.74,1.25,29.74,,,,,,,,,,
26.04,314,KG,21.54,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-18T12:31:39.000Z,Mesa 6,0,26.04,3,26.04,,,,,,,,,,
110.23,1476,KG,101.25,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-18T12:35:24.000Z,Mesa 7,0,110.25,8.45,110.25,1,4.5,4.5,REFRIGERANTE,,,,,,
40.42,1,UN,4.9,4.9,SUCO,518,KG,35.53,68.6,BUFFET,2016-01-18T12:40:09.000Z,Mesa 9,0,40.43,3.78,40.43,,,,,,,,,,
34.29,0.5,KG,34.3,68.6,BUFFET,,,,,,2016-01-18T12:43:40.000Z,Mesa 30,0,34.3,1.44,34.3,,,,,,,,,,
31.76,1,UN,3.5,3.5,AGUA,412,KG,28.26,68.6,BUFFET,2016-01-18T12:44:23.000Z,Mesa 19,0,31.76,2.82,31.76,,,,,,,,,,
71.82,1,UN,3.5,3.5,AGUA,996,KG,68.32,68.6,BUFFET,2016-01-18T12:45:06.000Z,Mesa 18,0,71.82,4.5,71.82,,,,,,,,,,
51.39,1,UN,4.5,4.5,SUCO,618,KG,42.39,68.6,BUFFET,2016-01-18T12:45:55.000Z,Mesa 22,0,51.39,4.07,51.39,1,4.5,4.5,REFRIGERANTE,,,,,,
31.83,464,KG,31.83,68.6,BUFFET,,,,,,2016-01-18T12:48:46.000Z,Mesa 17,0,31.83,1.34,31.83,,,,,,,,,,
38.07,0.55,KG,38.07,68.6,BUFFET,,,,,,2016-01-18T12:48:52.000Z,Mesa 13,0,38.07,1.61,25.38,,,,,,,,,,
51.24,1,UN,3.5,3.5,AGUA,696,KG,47.74,68.6,BUFFET,2016-01-18T12:54:47.000Z,Mesa 28,0,51.24,3.64,51.24,,,,,,,,,,
27.47,1,UN,1,1,CHA,386,KG,26.47,68.6,BUFFET,2016-01-18T13:00:42.000Z,Mesa 25,0,27.47,1.58,27.47,,,,,,,,,,
43.35,632,KG,43.35,68.6,BUFFET,,,,,,2016-01-18T13:01:26.000Z,Mesa 21,0,43.35,1.82,43.35,,,,,,,,,,
85.34,1084,KG,74.36,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-18T13:02:29.000Z,Mesa 14,0,85.36,8.26,85.36,1,6.5,6.5,CERVEJA LATA,,,,,,
22.29,1,UN,3.5,3.5,AGUA,274,KG,18.79,68.6,BUFFET,2016-01-18T13:04:19.000Z,Mesa 43,0,22.29,2.42,22.29,,,,,,,,,,
17.97,262,KG,17.97,68.6,BUFFET,,,,,,2016-01-18T13:04:50.000Z,Mesa 41,0,17.97,0.75,17.97,,,,,,,,,,
35.94,524,KG,35.94,68.6,BUFFET,,,,,,2016-01-18T13:05:36.000Z,Mesa 42,0,35.94,1.51,35.94,,,,,,,,,,
58.38,0.72,KG,49.38,68.6,BUFFET,2,UN,9,4.5,REFRIGERANTE,2016-01-18T13:05:50.000Z,Mesa 11,0,58.38,5.43,37.42,,,,,,,,,,
31.52,394,KG,27.02,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-18T13:06:05.000Z,Mesa 10,0,31.52,3.24,31.52,,,,,,,,,,
29.33,362,KG,24.83,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-18T13:06:23.000Z,Mesa 44,0,29.33,3.14,29.33,,,,,,,,,,
92.46,1,UN,4.5,4.5,SUCO,1,UN,3.5,3.5,AGUA,2016-01-18T13:06:45.000Z,Mesa 16,0,92.48,7.28,92.48,1166,79.98,68.6,BUFFET,1,4.5,4.5,CERVEJA,,
47.19,688,KG,47.19,68.6,BUFFET,,,,,,2016-01-18T13:07:40.000Z,Mesa 33,0,47.19,1.98,47.19,,,,,,,,,,
24.11,1,UN,4.5,4.5,SUCO,286,KG,19.61,68.6,BUFFET,2016-01-18T13:09:39.000Z,Mesa 40,0,24.11,1.01,24.11,,,,,,,,,,
25.35,304,KG,20.85,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-18T13:10:25.000Z,Mesa 38,0,25.35,2.98,25.35,,,,,,,,,,
29.49,0.43,KG,29.49,68.6,BUFFET,,,,,,2016-01-18T13:11:05.000Z,Mesa 37,0,29.49,1.24,29.49,,,,,,,,,,
58.25,718,KG,49.25,68.6,BUFFET,2,UN,9,4.5,SUCO,2016-01-18T13:18:18.000Z,Mesa 57,0,58.25,2.45,58.25,,,,,,,,,,
22.77,332,KG,22.77,68.6,BUFFET,,,,,,2016-01-18T13:21:06.000Z,Mesa 55,0,22.77,0.96,22.77,,,,,,,,,,
31.28,456,KG,31.28,68.6,BUFFET,,,,,,2016-01-18T13:23:13.000Z,Mesa 56,0,31.28,1.31,31.28,,,,,,,,,,
49.06,584,KG,40.06,68.6,BUFFET,2,UN,9,4.5,REFRIGERANTE,2016-01-18T13:25:38.000Z,Mesa 36,0,49.06,5.88,49.06,,,,,,,,,,
51.86,756,KG,51.86,68.6,BUFFET,,,,,,2016-01-18T13:28:13.000Z,Mesa 60,0,51.86,2.18,51.86,,,,,,,,,,
15.77,0.23,KG,15.77,68.6,BUFFET,,,,,,2016-01-18T13:28:53.000Z,Mesa 67,0,15.77,0.66,15.77,,,,,,,,,,
56.84,1,UN,3.5,3.5,AGUA,712,KG,48.84,68.6,BUFFET,2016-01-18T13:30:45.000Z,Mesa 58,0,56.84,5.78,56.84,1,4.5,4.5,REFRIGERANTE,,,,,,
31.21,1,UN,3.5,3.5,AGUA,404,KG,27.71,68.6,BUFFET,2016-01-18T13:37:57.000Z,Mesa 64,0,31.21,2.79,31.21,,,,,,,,,,
27.13,0.33,KG,22.63,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-18T13:39:13.000Z,Mesa 66,0,27.13,3.05,27.13,,,,,,,,,,
24.08,1,UN,3.5,3.5,AGUA,0.3,KG,20.58,68.6,BUFFET,2016-01-18T13:39:51.000Z,Mesa 71,0,24.08,2.49,24.08,,,,,,,,,,
28.88,1,UN,3.5,3.5,AGUA,0.37,KG,25.38,68.6,BUFFET,2016-01-18T13:40:01.000Z,Mesa 61,0,28.88,2.7,28.88,,,,,,,,,,
80.85,1,UN,3.5,3.5,AGUA,1062,KG,72.85,68.6,BUFFET,2016-01-18T13:41:43.000Z,Mesa 63,0,80.85,6.79,80.85,1,4.5,4.5,REFRIGERANTE,,,,,,
70.04,1,UN,3.5,3.5,AGUA,0.97,KG,66.54,68.6,BUFFET,2016-01-18T13:44:26.000Z,Mesa 70,0,70.04,4.42,70.04,,,,,,,,,,
32.9,414,KG,28.4,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-18T13:52:40.000Z,Mesa 47,0,32.9,3.29,32.9,,,,,,,,,,
29.33,362,KG,24.83,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-18T13:52:50.000Z,Mesa 46,0,29.33,3.14,29.33,,,,,,,,,,
36.6,468,KG,32.1,68.6,BUFFET,1,UN,4.5,4.5,SUCO,2016-01-18T13:52:59.000Z,Mesa 51,0,36.6,1.54,36.6,,,,,,,,,,
38.79,0.5,KG,34.3,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-18T13:53:06.000Z,Mesa 53,0,38.8,3.54,38.8,,,,,,,,,,
35.27,402,KG,27.57,68.6,BUFFET,1,UN,4.5,4.5,SUCO,2016-01-18T14:04:25.000Z,Mesa 73,0,35.27,2.84,35.27,1,3.2,3.2,DOCINHOS,,,,,,
71.12,1,UN,3.5,3.5,AGUA,986,KG,67.63,68.6,BUFFET,2016-01-18T14:06:49.000Z,Mesa 68,0,71.13,4.47,71.13,,,,,,,,,,
31,452,KG,31,68.6,BUFFET,,,,,,2016-01-18T14:11:22.000Z,Mesa 78,0,31,1.3,31,,,,,,,,,,
28.33,1,UN,3.5,3.5,AGUA,362,KG,24.83,68.6,BUFFET,2016-01-18T14:20:11.000Z,Mesa 77,0,28.33,2.67,28.33,,,,,,,,,,
145.59,1,UN,3.5,3.5,AGUA,2006,KG,137.61,68.6,BUFFET,2016-01-18T14:20:21.000Z,Mesa 75,0,145.61,9.51,145.61,1,4.5,4.5,REFRIGERANTE,,,,,,
51.65,1,UN,3.5,3.5,AGUA,702,KG,48.15,68.6,BUFFET,2016-01-18T14:30:05.000Z,Mesa 26,0,51.65,3.65,51.65,,,,,,,,,,
51.67,5,UN,30,6,CERVEJA,316,KG,21.67,68.6,BUFFET,2016-01-18T14:33:29.000Z,Mesa 24,0,51.67,14.92,51.67,,,,,,,,,,
31.51,1,UN,6,6,CERVEJA,372,KG,25.51,68.6,BUFFET,2016-01-18T14:33:43.000Z,Mesa 76,0,31.51,3.87,31.51,,,,,,,,,,
11.93,174,KG,11.93,68.6,BUFFET,,,,,,2016-01-18T18:57:28.000Z,Mesa 2,0,11.93,0.5,11.93,,,,,,,,,,
23.32,0.34,KG,23.32,68.6,BUFFET,,,,,,2016-01-18T19:16:36.000Z,Mesa 8,0,23.32,0.98,23.32,,,,,,,,,,
27.85,406,KG,27.85,68.6,BUFFET,,,,,,2016-01-18T19:23:02.000Z,Mesa 7,0,27.85,1.17,27.85,,,,,,,,,,
69.48,2,UN,7,3.5,AGUA,634,KG,43.49,68.6,BUFFET,2016-01-18T19:25:19.000Z,Mesa 1,0,69.49,13.97,69.49,1,19,19,VINHO,,,,,,
33.13,1,UN,3.5,3.5,AGUA,432,KG,29.63,68.6,BUFFET,2016-01-18T19:26:34.000Z,Mesa 6,0,33.13,2.87,33.13,,,,,,,,,,
40.16,1,UN,6,6,CERVEJA,498,KG,34.16,68.6,BUFFET,2016-01-18T19:38:28.000Z,Mesa 9,0,40.16,4.23,40.16,,,,,,,,,,
134.12,2,UN,9,4.5,SUCO,1.54,KG,105.64,68.6,BUFFET,2016-01-18T19:42:14.000Z,Mesa 5,0,134.14,13.93,134.14,3,19.5,6.5,CERVEJA LATA,,,,,,
45.27,0.66,KG,45.27,68.6,BUFFET,,,,,,2016-01-18T19:55:39.000Z,Mesa 23,0,45.27,1.9,45.27,,,,,,,,,,
62.73,1,UN,1,1,CHA,0.9,KG,61.74,68.6,BUFFET,2016-01-18T19:58:40.000Z,Mesa 15,0,62.74,3.27,42.16,,,,,,,,,,
64.48,2,UN,7,3.5,AGUA,838,KG,57.48,68.6,BUFFET,2016-01-18T20:05:17.000Z,Mesa 10,0,64.48,5.68,64.48,,,,,,,,,,
37.04,0.54,KG,37.04,68.6,BUFFET,,,,,,2016-01-18T20:07:51.000Z,Mesa 25,0,37.04,1.56,37.04,,,,,,,,,,
30.01,372,KG,25.51,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-18T20:08:00.000Z,Mesa 21,0,30.01,3.17,30.01,,,,,,,,,,
25.38,0.37,KG,25.38,68.6,BUFFET,,,,,,2016-01-18T20:11:01.000Z,Mesa 36,0,25.38,1.07,25.38,,,,,,,,,,
21.92,254,KG,17.42,68.6,BUFFET,1,UN,4.5,4.5,SUCO,2016-01-18T20:14:04.000Z,Mesa 17,0,21.92,0.92,21.92,,,,,,,,,,
89.89,1,UN,3.5,3.5,AGUA,1194,KG,81.9,68.6,BUFFET,2016-01-18T20:16:46.000Z,Mesa 24,0,89.9,7.17,89.9,1,4.5,4.5,CERVEJA,,,,,,
121.16,1,UN,4.5,4.5,SUCO,1.57,KG,107.7,68.6,BUFFET,2016-01-18T20:39:48.000Z,Mesa 27,0,121.2,8.91,121.2,1,4.5,4.5,REFRIGERANTE,1,4.5,4.5,REFRIGERANTE,,
112.17,1446,KG,99.19,68.6,BUFFET,2,UN,13,6.5,CERVEJA LATA,2016-01-18T20:44:12.000Z,Mesa 30,0,112.19,10.24,112.19,,,,,,,,,,
